AREA;PROBLEMA_OBJETIVO;POBLACION;RIESGO_PROBLEMA;TECNICA_METODO;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;PRIORIDAD;FUENTE_IDS;NOTA_PROFESIONAL
Autoestima, autoconcepto y vergüenza;Vergüenza corporal o personal;Adultos/Adolescentes;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Reestructuración cognitiva;Experimento contra creencia negativa;Diseñar una acción que ponga a prueba una creencia sobre uno mismo.;Flexibilizar autoconcepto.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Reestructuración cognitiva;Registro de estándares rígidos;Anotar regla interna, origen, utilidad y coste.;Flexibilizar autoexigencia.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Reestructuración cognitiva;Registro de logros realistas;Anotar logro, esfuerzo, habilidad usada y evidencia.;Reducir impostor.;bajo;diario/semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Autocompasión;Registro de autocrítica;Anotar frase autocrítica, emoción y alternativa compasiva.;Reducir autocrítica.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Autocompasión;Carta de autocompasión;Escribir respuesta a uno mismo como a un amigo.;Cultivar trato interno amable.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Autocompasión;Reformulación de error;Transformar un error en aprendizaje concreto.;Reducir miedo al error.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Narrativa terapéutica;Línea temporal del duelo;Ordenar hitos de pérdida, cambios y recursos usados.;Dar sentido al proceso.;medio;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Autoestima, autoconcepto y vergüenza;Comparación constante;Adultos/Adolescentes;bajo;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Reestructuración cognitiva;Experimento contra creencia negativa;Diseñar una acción que ponga a prueba una creencia sobre uno mismo.;Flexibilizar autoconcepto.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Reestructuración cognitiva;Registro de estándares rígidos;Anotar regla interna, origen, utilidad y coste.;Flexibilizar autoexigencia.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Reestructuración cognitiva;Registro de logros realistas;Anotar logro, esfuerzo, habilidad usada y evidencia.;Reducir impostor.;bajo;diario/semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Defusión cognitiva;Defusión de pensamientos repetitivos;Escribir pensamiento como 'estoy teniendo el pensamiento de...'.;Tomar distancia de rumiación.;bajo;cuando aparezca;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Autocompasión;Registro de autocrítica;Anotar frase autocrítica, emoción y alternativa compasiva.;Reducir autocrítica.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Autocompasión;Carta de autocompasión;Escribir respuesta a uno mismo como a un amigo.;Cultivar trato interno amable.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Autocompasión;Reformulación de error;Transformar un error en aprendizaje concreto.;Reducir miedo al error.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Fragmentación de tareas;Checklist de inicio de tarea;Antes de empezar: objetivo, primer paso, materiales y tiempo estimado.;Reducir fricción inicial.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Fragmentación de tareas;Tarea suficientemente buena;Entregar o terminar algo al 80% de perfección.;Reducir perfeccionismo.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Fragmentación de tareas;Primer paso de 5 minutos;Iniciar tarea evitada solo durante 5 minutos.;Romper evitación.;bajo;cuando proceda;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Perfeccionismo paralizante;Adultos/Adolescentes;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Reestructuración cognitiva;Experimento contra creencia negativa;Diseñar una acción que ponga a prueba una creencia sobre uno mismo.;Flexibilizar autoconcepto.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Reestructuración cognitiva;Registro de estándares rígidos;Anotar regla interna, origen, utilidad y coste.;Flexibilizar autoexigencia.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Reestructuración cognitiva;Registro de logros realistas;Anotar logro, esfuerzo, habilidad usada y evidencia.;Reducir impostor.;bajo;diario/semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Defusión cognitiva;Defusión de pensamientos repetitivos;Escribir pensamiento como 'estoy teniendo el pensamiento de...'.;Tomar distancia de rumiación.;bajo;cuando aparezca;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Autocompasión;Registro de autocrítica;Anotar frase autocrítica, emoción y alternativa compasiva.;Reducir autocrítica.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Autocompasión;Carta de autocompasión;Escribir respuesta a uno mismo como a un amigo.;Cultivar trato interno amable.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Autocompasión;Reformulación de error;Transformar un error en aprendizaje concreto.;Reducir miedo al error.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Fragmentación de tareas;Checklist de inicio de tarea;Antes de empezar: objetivo, primer paso, materiales y tiempo estimado.;Reducir fricción inicial.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Fragmentación de tareas;Tarea suficientemente buena;Entregar o terminar algo al 80% de perfección.;Reducir perfeccionismo.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Fragmentación de tareas;Primer paso de 5 minutos;Iniciar tarea evitada solo durante 5 minutos.;Romper evitación.;bajo;cuando proceda;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Miedo al error;Adultos/Adolescentes;medio;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Reestructuración cognitiva;Experimento contra creencia negativa;Diseñar una acción que ponga a prueba una creencia sobre uno mismo.;Flexibilizar autoconcepto.;medio;semanal;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Reestructuración cognitiva;Registro de estándares rígidos;Anotar regla interna, origen, utilidad y coste.;Flexibilizar autoexigencia.;bajo;7 días;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Reestructuración cognitiva;Registro de logros realistas;Anotar logro, esfuerzo, habilidad usada y evidencia.;Reducir impostor.;bajo;diario/semanal;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Defusión cognitiva;Defusión de pensamientos repetitivos;Escribir pensamiento como 'estoy teniendo el pensamiento de...'.;Tomar distancia de rumiación.;bajo;cuando aparezca;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Autocompasión;Registro de autocrítica;Anotar frase autocrítica, emoción y alternativa compasiva.;Reducir autocrítica.;bajo;7 días;alta;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Autocompasión;Carta de autocompasión;Escribir respuesta a uno mismo como a un amigo.;Cultivar trato interno amable.;bajo;20 min;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Autocompasión;Reformulación de error;Transformar un error en aprendizaje concreto.;Reducir miedo al error.;bajo;semanal;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Fragmentación de tareas;Checklist de inicio de tarea;Antes de empezar: objetivo, primer paso, materiales y tiempo estimado.;Reducir fricción inicial.;bajo;diario;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Fragmentación de tareas;Tarea suficientemente buena;Entregar o terminar algo al 80% de perfección.;Reducir perfeccionismo.;medio;semanal;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Fragmentación de tareas;Primer paso de 5 minutos;Iniciar tarea evitada solo durante 5 minutos.;Romper evitación.;bajo;cuando proceda;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Síndrome del impostor;Adultos;bajo;Prevención de recaídas;Plan de prevención de recaídas;Señales tempranas, estrategias, apoyos y plan de revisión.;Mantener avances.;bajo;mensual;media;PSY2_SRC011;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Registro ABC;Registro ABC emocional;Registrar situación, pensamiento, emoción, impulso y conducta.;Comprender ciclos emocionales.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Registro ABC;Registro de comparación;Detectar comparación, contexto, coste y respuesta alternativa.;Reducir comparación dañina.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Registro ABC;Registro de carga laboral;Anotar demandas, energía, pausas, horas extra y recuperación.;Detectar burnout/estrés.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Reestructuración cognitiva;Experimento contra creencia negativa;Diseñar una acción que ponga a prueba una creencia sobre uno mismo.;Flexibilizar autoconcepto.;medio;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Reestructuración cognitiva;Registro de estándares rígidos;Anotar regla interna, origen, utilidad y coste.;Flexibilizar autoexigencia.;bajo;7 días;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Reestructuración cognitiva;Registro de logros realistas;Anotar logro, esfuerzo, habilidad usada y evidencia.;Reducir impostor.;bajo;diario/semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Defusión cognitiva;Defusión de pensamientos repetitivos;Escribir pensamiento como 'estoy teniendo el pensamiento de...'.;Tomar distancia de rumiación.;bajo;cuando aparezca;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Autocompasión;Registro de autocrítica;Anotar frase autocrítica, emoción y alternativa compasiva.;Reducir autocrítica.;bajo;7 días;alta;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Autocompasión;Carta de autocompasión;Escribir respuesta a uno mismo como a un amigo.;Cultivar trato interno amable.;bajo;20 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Autocompasión;Reformulación de error;Transformar un error en aprendizaje concreto.;Reducir miedo al error.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Trabajo de valores;Inventario de fortalezas;Listar habilidades, valores, esfuerzos y logros concretos.;Reforzar autoconcepto.;bajo;30 min;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Trabajo de valores;Actividad de reconexión vital;Programar actividad pequeña vinculada a valores o identidad.;Reconstruir vida cotidiana.;bajo;semanal;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Trabajo de valores;Clarificación de valores;Elegir 3 valores y una acción pequeña por valor.;Orientar conducta.;bajo;sesión;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
Perfeccionismo y síndrome del impostor;Autoexigencia rígida;Adultos/Adolescentes;medio;Fragmentación de tareas;Checklist de inicio de tarea;Antes de empezar: objetivo, primer paso, materiales y tiempo estimado.;Reducir fricción inicial.;bajo;diario;media;PSY2_SRC009;El profesional debe adaptar la tarea a evaluación clínica, riesgo, edad, contexto, objetivos, preferencias y límites competenciales.
