AREA;PROBLEMA;ALIAS;RIESGO_PROBLEMA;TECNICA;TAREA;DESCRIPCION_TAREA;OBJETIVO;RIESGO_TAREA;DURACION;PRIORIDAD;FUENTE_IDS;NOTA_CLINICA
Trauma y estrés;Burnout;Desgaste profesional;medio;Psicoeducación;Leer explicación básica del problema;Leer una ficha psicoeducativa adaptada sobre el problema seleccionado.;Comprender el problema y reducir miedo o confusión inicial.;bajo;10-20 min;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Psicoeducación;Dibujar el ciclo del problema;Completar un esquema de ciclo: situación, pensamiento, emoción, sensación, conducta y consecuencia.;Identificar mecanismos de mantenimiento.;bajo;15-30 min;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Autorregistro;Registro diario de síntomas;Registrar intensidad, duración, situación y respuesta ante síntomas relevantes.;Aumentar conciencia y facilitar análisis clínico.;bajo;7 días;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Autorregistro;Registro de emociones;Anotar emoción, intensidad, desencadenante, pensamiento asociado y conducta realizada.;Mejorar identificación emocional.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Autorregistro;Registro de ataques de pánico;Registrar síntomas, pensamientos, conducta y evolución temporal de cada crisis.;Comprender patrón de pánico.;medio;cada episodio;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Autorregistro;Registro de obsesiones y compulsiones;Anotar obsesión, ansiedad, compulsión, alivio y coste a largo plazo.;Identificar mapa TOC.;medio;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Resolución de problemas;Hoja de resolución de problemas;Definir problema, alternativas, pros/contras, acción elegida y revisión.;Aumentar afrontamiento activo.;bajo;30-45 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Mindfulness / atención plena;Pausa consciente de 3 minutos;Hacer una pausa breve observando respiración, cuerpo y entorno.;Interrumpir automatismos y bajar activación.;bajo;3 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Trabajo con valores;Trabajo con valores personales;Elegir 5 valores y una acción pequeña alineada con cada uno.;Orientar conducta hacia sentido personal.;bajo;30-45 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Organización y funciones ejecutivas;Matriz urgente/importante;Clasificar tareas laborales según urgencia e importancia.;Priorizar y reducir sobrecarga.;bajo;20 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Organización y funciones ejecutivas;Agenda con bloques de tiempo;Planificar el día en bloques concretos con descansos visibles.;Mejorar organización ejecutiva.;bajo;diario;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Organización y funciones ejecutivas;Tarea dividida en micro-pasos;Dividir una tarea evitada en pasos de menos de 10-15 minutos.;Reducir barrera de inicio.;bajo;20 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Organización y funciones ejecutivas;Técnica Pomodoro adaptada;Trabajar en bloques breves con pausa y registro de avance.;Aumentar inicio y mantenimiento de tarea.;bajo;25+5 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Organización y funciones ejecutivas;Eliminar distractores;Crear una lista de distractores y retirar uno durante el bloque de trabajo.;Mejorar concentración.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Límites personales;Definir límites personales;Escribir límites necesarios, señales de invasión y forma de comunicarlos.;Mejorar autocuidado relacional.;bajo;30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Trauma y estrés;Burnout;Desgaste profesional;medio;Límites personales;Plan de desconexión laboral;Definir hora de cierre, ritual de cierre y límites de disponibilidad.;Reducir interferencia trabajo-descanso.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Psicoeducación;Leer explicación básica del problema;Leer una ficha psicoeducativa adaptada sobre el problema seleccionado.;Comprender el problema y reducir miedo o confusión inicial.;bajo;10-20 min;alta;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Psicoeducación;Dibujar el ciclo del problema;Completar un esquema de ciclo: situación, pensamiento, emoción, sensación, conducta y consecuencia.;Identificar mecanismos de mantenimiento.;bajo;15-30 min;alta;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Autorregistro;Registro diario de síntomas;Registrar intensidad, duración, situación y respuesta ante síntomas relevantes.;Aumentar conciencia y facilitar análisis clínico.;bajo;7 días;alta;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Autorregistro;Registro de emociones;Anotar emoción, intensidad, desencadenante, pensamiento asociado y conducta realizada.;Mejorar identificación emocional.;bajo;7 días;media;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Autorregistro;Registro de ataques de pánico;Registrar síntomas, pensamientos, conducta y evolución temporal de cada crisis.;Comprender patrón de pánico.;medio;cada episodio;media;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Autorregistro;Registro de obsesiones y compulsiones;Anotar obsesión, ansiedad, compulsión, alivio y coste a largo plazo.;Identificar mapa TOC.;medio;7 días;media;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Higiene del sueño;Diario de sueño;Registrar hora de acostarse, despertares, levantarse, siestas y calidad subjetiva.;Evaluar patrones de sueño.;bajo;14 días;alta;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Higiene del sueño;Rutina pre-sueño;Definir rutina de 30-60 minutos sin pantallas ni activación alta.;Favorecer inicio de sueño.;bajo;7-14 días;media;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Control de estímulos del sueño;Control de estímulos básico;Usar la cama solo para dormir/sexo y levantarse si no se concilia tras tiempo razonable.;Reasociar cama con sueño.;medio;14 días;media;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Mindfulness / atención plena;Pausa consciente de 3 minutos;Hacer una pausa breve observando respiración, cuerpo y entorno.;Interrumpir automatismos y bajar activación.;bajo;3 min;media;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Prevención de recaídas;Plan de prevención de recaídas;Identificar señales tempranas, acciones preventivas y apoyos.;Mantener mejoría y actuar pronto.;bajo;45 min;alta;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Prevención de recaídas;Tarjeta de afrontamiento;Crear tarjeta breve con frases, pasos y recursos útiles.;Facilitar uso de estrategias en momentos difíciles.;bajo;15 min;media;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Prevención de recaídas;Identificar señales tempranas;Listar señales corporales, emocionales y conductuales de empeoramiento.;Detectar recaída o crisis incipiente.;bajo;20 min;media;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Insomnio;Dificultad de sueño;medio;Prevención de recaídas;Plan de seguridad / crisis;Definir contactos, señales de alarma y pasos ante riesgo elevado.;Aumentar seguridad y coordinación clínica.;alto;supervisado;media;"SRC008;SRC010";El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Higiene del sueño deficiente;Hábitos de sueño inadecuados;bajo;Psicoeducación;Leer explicación básica del problema;Leer una ficha psicoeducativa adaptada sobre el problema seleccionado.;Comprender el problema y reducir miedo o confusión inicial.;bajo;10-20 min;alta;SRC008;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Higiene del sueño deficiente;Hábitos de sueño inadecuados;bajo;Psicoeducación;Dibujar el ciclo del problema;Completar un esquema de ciclo: situación, pensamiento, emoción, sensación, conducta y consecuencia.;Identificar mecanismos de mantenimiento.;bajo;15-30 min;alta;SRC008;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Higiene del sueño deficiente;Hábitos de sueño inadecuados;bajo;Autorregistro;Registro diario de síntomas;Registrar intensidad, duración, situación y respuesta ante síntomas relevantes.;Aumentar conciencia y facilitar análisis clínico.;bajo;7 días;alta;SRC008;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Higiene del sueño deficiente;Hábitos de sueño inadecuados;bajo;Autorregistro;Registro de emociones;Anotar emoción, intensidad, desencadenante, pensamiento asociado y conducta realizada.;Mejorar identificación emocional.;bajo;7 días;media;SRC008;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Higiene del sueño deficiente;Hábitos de sueño inadecuados;bajo;Autorregistro;Registro de ataques de pánico;Registrar síntomas, pensamientos, conducta y evolución temporal de cada crisis.;Comprender patrón de pánico.;medio;cada episodio;media;SRC008;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Higiene del sueño deficiente;Hábitos de sueño inadecuados;bajo;Autorregistro;Registro de obsesiones y compulsiones;Anotar obsesión, ansiedad, compulsión, alivio y coste a largo plazo.;Identificar mapa TOC.;medio;7 días;media;SRC008;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Higiene del sueño deficiente;Hábitos de sueño inadecuados;bajo;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;SRC008;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Higiene del sueño deficiente;Hábitos de sueño inadecuados;bajo;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;SRC008;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Higiene del sueño deficiente;Hábitos de sueño inadecuados;bajo;Higiene del sueño;Diario de sueño;Registrar hora de acostarse, despertares, levantarse, siestas y calidad subjetiva.;Evaluar patrones de sueño.;bajo;14 días;alta;SRC008;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Higiene del sueño deficiente;Hábitos de sueño inadecuados;bajo;Higiene del sueño;Rutina pre-sueño;Definir rutina de 30-60 minutos sin pantallas ni activación alta.;Favorecer inicio de sueño.;bajo;7-14 días;media;SRC008;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Sueño;Higiene del sueño deficiente;Hábitos de sueño inadecuados;bajo;Control de estímulos del sueño;Control de estímulos básico;Usar la cama solo para dormir/sexo y levantarse si no se concilia tras tiempo razonable.;Reasociar cama con sueño.;medio;14 días;media;SRC008;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Psicoeducación;Leer explicación básica del problema;Leer una ficha psicoeducativa adaptada sobre el problema seleccionado.;Comprender el problema y reducir miedo o confusión inicial.;bajo;10-20 min;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Psicoeducación;Dibujar el ciclo del problema;Completar un esquema de ciclo: situación, pensamiento, emoción, sensación, conducta y consecuencia.;Identificar mecanismos de mantenimiento.;bajo;15-30 min;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Autorregistro;Registro diario de síntomas;Registrar intensidad, duración, situación y respuesta ante síntomas relevantes.;Aumentar conciencia y facilitar análisis clínico.;bajo;7 días;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Autorregistro;Registro de emociones;Anotar emoción, intensidad, desencadenante, pensamiento asociado y conducta realizada.;Mejorar identificación emocional.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Autorregistro;Registro de ataques de pánico;Registrar síntomas, pensamientos, conducta y evolución temporal de cada crisis.;Comprender patrón de pánico.;medio;cada episodio;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Autorregistro;Registro de obsesiones y compulsiones;Anotar obsesión, ansiedad, compulsión, alivio y coste a largo plazo.;Identificar mapa TOC.;medio;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Reestructuración cognitiva;Registro de pensamientos automáticos;Registrar situación, pensamiento, emoción, intensidad y respuesta alternativa.;Detectar patrones cognitivos.;bajo;7 días;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Reestructuración cognitiva;Evidencias a favor y en contra;Analizar un pensamiento automático buscando pruebas que lo apoyen y lo contradigan.;Flexibilizar interpretaciones.;medio;20-30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Reestructuración cognitiva;Pensamiento alternativo equilibrado;Formular una interpretación alternativa más realista y útil.;Reducir impacto emocional de pensamientos disfuncionales.;medio;15-20 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Reestructuración cognitiva;Coste-beneficio del perfeccionismo;Analizar beneficios aparentes y costes reales de estándares rígidos.;Flexibilizar reglas internas.;bajo;30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Reestructuración cognitiva;Experimento conductual;Probar una predicción temida y comparar resultado esperado con real.;Actualizar creencias mediante experiencia.;medio;variable;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Asertividad;Practicar decir no;Ensayar una frase asertiva para rechazar una petición no deseada.;Aumentar asertividad.;bajo;15-30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Asertividad;Guion DEAR / petición asertiva;Preparar una petición usando descripción, emoción, petición y consecuencia razonable.;Comunicar necesidades con claridad.;bajo;20-30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Autocompasión;Lista de fortalezas personales;Escribir fortalezas, ejemplos y situaciones donde se han usado.;Mejorar autoconcepto.;bajo;20-30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Autocompasión;Diario de logros;Registrar tres acciones valiosas o logros diarios, aunque sean pequeños.;Contrarrestar sesgo negativo.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Dependencia emocional;Vínculo dependiente;medio;Autocompasión;Responder a la autocrítica;Escribir una respuesta amable y realista a una autocrítica frecuente.;Reducir diálogo interno punitivo.;bajo;15-20 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Psicoeducación;Leer explicación básica del problema;Leer una ficha psicoeducativa adaptada sobre el problema seleccionado.;Comprender el problema y reducir miedo o confusión inicial.;bajo;10-20 min;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Psicoeducación;Dibujar el ciclo del problema;Completar un esquema de ciclo: situación, pensamiento, emoción, sensación, conducta y consecuencia.;Identificar mecanismos de mantenimiento.;bajo;15-30 min;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Autorregistro;Registro diario de síntomas;Registrar intensidad, duración, situación y respuesta ante síntomas relevantes.;Aumentar conciencia y facilitar análisis clínico.;bajo;7 días;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Autorregistro;Registro de emociones;Anotar emoción, intensidad, desencadenante, pensamiento asociado y conducta realizada.;Mejorar identificación emocional.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Autorregistro;Registro de ataques de pánico;Registrar síntomas, pensamientos, conducta y evolución temporal de cada crisis.;Comprender patrón de pánico.;medio;cada episodio;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Autorregistro;Registro de obsesiones y compulsiones;Anotar obsesión, ansiedad, compulsión, alivio y coste a largo plazo.;Identificar mapa TOC.;medio;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Autocompasión;Lista de fortalezas personales;Escribir fortalezas, ejemplos y situaciones donde se han usado.;Mejorar autoconcepto.;bajo;20-30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Autocompasión;Diario de logros;Registrar tres acciones valiosas o logros diarios, aunque sean pequeños.;Contrarrestar sesgo negativo.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Autocompasión;Responder a la autocrítica;Escribir una respuesta amable y realista a una autocrítica frecuente.;Reducir diálogo interno punitivo.;bajo;15-20 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Autocompasión;Aceptar un cumplido;Practicar responder a un cumplido sin negarlo ni minimizarlo.;Mejorar recepción de valoración positiva.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Trabajo con valores;Trabajo con valores personales;Elegir 5 valores y una acción pequeña alineada con cada uno.;Orientar conducta hacia sentido personal.;bajo;30-45 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Límites personales;Definir límites personales;Escribir límites necesarios, señales de invasión y forma de comunicarlos.;Mejorar autocuidado relacional.;bajo;30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Límites personales;Plan de desconexión laboral;Definir hora de cierre, ritual de cierre y límites de disponibilidad.;Reducir interferencia trabajo-descanso.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Autocuidado;Pausas programadas;Programar pausas breves de respiración/movimiento durante la jornada.;Reducir acumulación de tensión.;bajo;5 min varias veces/día;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Red de apoyo;Contacto social mínimo;Programar un contacto social breve y seguro.;Reducir aislamiento.;bajo;1-3 veces/semana;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Ruptura sentimental;Adaptación a separación;medio;Red de apoyo;Mapa de red de apoyo;Identificar personas, recursos y contextos de apoyo disponibles.;Aumentar apoyo percibido y real.;bajo;20 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Psicoeducación;Leer explicación básica del problema;Leer una ficha psicoeducativa adaptada sobre el problema seleccionado.;Comprender el problema y reducir miedo o confusión inicial.;bajo;10-20 min;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Psicoeducación;Dibujar el ciclo del problema;Completar un esquema de ciclo: situación, pensamiento, emoción, sensación, conducta y consecuencia.;Identificar mecanismos de mantenimiento.;bajo;15-30 min;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Autorregistro;Registro diario de síntomas;Registrar intensidad, duración, situación y respuesta ante síntomas relevantes.;Aumentar conciencia y facilitar análisis clínico.;bajo;7 días;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Autorregistro;Registro de emociones;Anotar emoción, intensidad, desencadenante, pensamiento asociado y conducta realizada.;Mejorar identificación emocional.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Autorregistro;Registro de ataques de pánico;Registrar síntomas, pensamientos, conducta y evolución temporal de cada crisis.;Comprender patrón de pánico.;medio;cada episodio;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Autorregistro;Registro de obsesiones y compulsiones;Anotar obsesión, ansiedad, compulsión, alivio y coste a largo plazo.;Identificar mapa TOC.;medio;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Autorregistro;Registro de preocupaciones nocturnas;Anotar preocupaciones antes de dormir y posponer resolución al día siguiente.;Reducir rumiación nocturna.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Autorregistro;Registro de energía;Registrar actividades que consumen o recargan energía.;Detectar patrones de burnout.;bajo;7 días;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Reestructuración cognitiva;Registro de pensamientos automáticos;Registrar situación, pensamiento, emoción, intensidad y respuesta alternativa.;Detectar patrones cognitivos.;bajo;7 días;alta;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Reestructuración cognitiva;Evidencias a favor y en contra;Analizar un pensamiento automático buscando pruebas que lo apoyen y lo contradigan.;Flexibilizar interpretaciones.;medio;20-30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Reestructuración cognitiva;Pensamiento alternativo equilibrado;Formular una interpretación alternativa más realista y útil.;Reducir impacto emocional de pensamientos disfuncionales.;medio;15-20 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
Relaciones y vínculos;Celos problemáticos;Celos y control;medio;Reestructuración cognitiva;Coste-beneficio del perfeccionismo;Analizar beneficios aparentes y costes reales de estándares rígidos.;Flexibilizar reglas internas.;bajo;30 min;media;SRC010;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
