recomendacion_id;problema_id;tecnica_id;tarea_id;prioridad;nota_clinica
R0636;P032;T001;TA001;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0637;P032;T001;TA002;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0638;P032;T002;TA003;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0639;P032;T002;TA004;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0640;P032;T002;TA016;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0641;P032;T002;TA018;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0642;P032;T002;TA041;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0643;P032;T002;TA045;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0644;P032;T003;TA008;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0645;P032;T003;TA017;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0646;P032;T004;TA009;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0647;P032;T005;TA005;alta;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0648;P032;T005;TA006;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0649;P032;T005;TA007;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0650;P032;T005;TA054;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0651;P032;T005;TA055;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0652;P032;T014;TA010;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
R0653;P032;T015;TA059;media;El profesional debe adaptar la tarea al caso, fase terapéutica y nivel de riesgo.
